# Zumbrunn - Felsberg unten - LADE - ITRDB CHE543
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41797
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41797.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che543-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che543.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che543.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - Felsberg unten - LADE - ITRDB CHE543
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Felsberg unten
#   Location: Switzerland
#   Northernmost_Latitude: 46.8542542
#   Southernmost_Latitude: 46.8542542
#   Easternmost_Longitude: 9.483888
#   Westernmost_Longitude: 9.483888
#   Elevation_m: 720
#--------------------
# Data_Collection
#   Collection_Name: CHE543
#   First_Year: 1825
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FUL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FUL02A_raw	FUL03A_raw	FUL04A_raw	FUL07A_raw	FUL10A_raw	FUL11A_raw	FUL12A_raw	FUL13A_raw	FUL16A_raw	FUL18A_raw	FUL20A_raw	FUL21A_raw	FUL23A_raw
1981	3.13	1.76	4.22	1.3	3.34	2.2	0.55	1.37	1.08	2.01	2.03	0.68	1.04
1982	0.61	1.34	2.8	0.56	2.49	1.15	0.24	0.43	1.16	1.18	0.56	0.81	0.68
1983	1.17	1.67	3.21	0.97	4.42	1.52	0.62	0.93	1.46	1.27	1.27	0.79	0.92
1984	0.94	1.31	2.63	0.63	1.36	1.4	0.61	0.63	1.67	1.44	0.44	1.08	0.74
1985	0.68	1.64	3.49	0.55	2.73	1.3	0.26	0.74	1.28	2.11	0.94	0.49	0.83
1986	1.57	2.21	4.11	1.16	3.5	1.95	0.63	1.12	1.65	2.52	0.94	0.41	0.71
1987	0.47	1.1	2.33	0.43	1.44	1.06	0.3	1.27	0.9	2.24	0.52	0.2	0.38
1988	1.03	2.16	3.35	0.99	4.45	1.39	0.46	0.48	1.83	2.25	1.12	0.35	0.86
1989	0.93	1.34	0.83	0.55	1.84	0.99	0.3	1.25	1.71	1.22	0.29	0.2	0.36
1990	0.56	1.64	1.48	0.39	2.65	0.81	0.12	0.92	1.19	0.87	0.48	0.1	0.3
1991	0.82	1.46	1.19	0.82	2.46	0.92	0.23	0.75	1.4	0.77	0.36	0.21	0.35
1992	0.6	1.13	0.64	0.5	1.25	0.72	0.17	0.43	1.6	0.82	0.32	0.31	0.47
1993	0.89	1.82	0.82	0.63	2.25	0.68	0.34	0.64	1.47	0.58	0.45	0.31	0.35
1994	0.85	1.07	0.5	0.32	1.74	0.55	0.23	0.5	1.53	0.59	0.37	0.19	0.34
1995	1.19	1.59	1.46	0.92	2.34	1.11	0.59	0.91	1.4	1.02	0.37	0.32	0.51
1996	1.29	1.35	0.45	0.56	1.68	0.52	0.29	0.71	0.97	0.77	0.32	0.19	0.33
1997	3.31	2.7	0.7	1.36	1.93	0.5	0.41	0.53	0.89	0.89	0.53	0.31	0.49
1998	1.99	1.83	0.4	1.28	2.84	0.46	1	1.02	0.86	0.77	0.77	0.48	0.96
1999	1.93	3.28	0.67	0.98	2.67	0.53	0.41	1.02	1.06	0.54	0.38	0.37	0.64
2000	3.19	2.43	1.03	1.67	2.92	0.79	0.99	1.23	1.02	0.84	0.92	0.83	1.29
2001	2.1	3.19	1.55	1.43	1.94	0.84	0.56	0.69	1.24	0.87	0.85	0.91	0.94
2002	1.92	3.78	1.33	1.56	0.98	0.67	0.28	0.8	1.26	1.19	0.43	0.8	0.83
2003	1.48	2.19	0.72	1.14	1.28	0.79	0.69	0.73	1.06	1.45	0.49	0.63	0.72
2004	0.81	2.89	0.78	0.78	0.35	0.45	0.3	0.4	1.05	1.02	0.09	0.22	0.25
2005	0.99	3.95	0.32	0.56	1.05	0.11	0.34	0.42	0.28	0.38	0.05	0.14	0.17
2006	1.44	2.05	0.38	0.36	0.6	0.33	0.4	0.37	0.37	0.68	0.12	0.1	0.28
2007	1.75	3.27	0.41	0.56	1.6	0.21	0.32	0.24	0.41	0.35	0.11	0.12	0.12
2008	2.62	5.03	0.7	0.75	1.92	0.21	0.3	0.44	0.4	0.46	0.08	0.17	0.33
2009	1.89	2.37	0.38	0.59	1.48	0.21	0.39	0.3	0.31	0.46	0.1	0.3	0.28
2010	1.74	2.55	0.64	0.62	1.21	0.2	0.5	0.29	0.48	0.44	0.1	0.21	0.26
2011	1.25	1.49	0.4	0.53	1.17	0.26	0.52	0.21	0.36	0.4	0.33	0.24	0.17
