# Esper - Mount Smolikas Update - PIHE - ITRDB GRC055
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42228
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42228.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc055x-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/grc055x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/grc055x.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-23
#--------------------
# Title
#   Study_Name: Esper - Mount Smolikas Update - PIHE - ITRDB GRC055
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: MXD data
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl-Meier, Valerie Trouet, Matthew Meko, Jan Esper
#   Published_Date_or_Year: 2017
#   Published_Title: High-elevation inter-site differences in Mount Smolikas tree-ring width data
#   Journal_Name: Dendrochronologia
#   Volume: 44
#   Edition:
#   Issue: None
#   Pages: 164-173
#   Report_Number: None
#   DOI: 10.1016/j.dendro.2017.05.006
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Lara Klippel, Paul J. Krusic, Robert Brandes, Claudia Hartl, Soumaya Belmecheri, Manuel Dienst, Jan Esper
#   Published_Date_or_Year: 2018
#   Published_Title: A 1286-year hydro-climate reconstruction for the Balkan Peninsula
#   Journal_Name: Boreas
#   Volume: None
#   Edition:
#   Issue: None
#   Pages: None
#   Report_Number: None
#   DOI: 10.1111/bor.12320
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mount Smolikas
#   Location: Greece
#   Northernmost_Latitude: 40.106775
#   Southernmost_Latitude: 40.106775
#   Easternmost_Longitude: 20.984423
#   Westernmost_Longitude: 20.984423
#   Elevation_m: 2070
#--------------------
# Data_Collection
#   Collection_Name: GRC055
#   First_Year: 715
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus heldreichii Christ
#   Common_Name: Heldreich's pine
#   Tree_Species_Code: PIHE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EHS0433A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0433A
## EHS0433B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0433B
## EHS0439A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0439A
## EHS0439B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0439B
## EHS0441A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0441A
## EHS0441B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0441B
## EHS0445A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0445A
## EHS0448A_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0448A
## EHS0448B_raw	maximum density,,,gram per decimeter,,tree ring,,,N,Tree ID: EHS0448B
#---------------------
# Data:
# Missing_Values: NA
age_CE	EHS0433A_raw	EHS0433B_raw	EHS0439A_raw	EHS0439B_raw	EHS0441A_raw	EHS0441B_raw	EHS0445A_raw	EHS0448A_raw	EHS0448B_raw
1008	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1009	NA	NA	NA	NA	NA	NA	0.58	NA	NA
1010	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1011	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1012	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1013	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1014	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1015	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1016	NA	NA	NA	NA	NA	NA	0.56	NA	NA
1017	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1018	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1019	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1020	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1021	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1022	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1023	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1024	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1025	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1026	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1027	NA	NA	NA	NA	NA	NA	0.6	NA	NA
1028	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1029	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1030	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1031	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1032	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1033	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1034	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1035	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1036	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1037	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1038	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1039	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1040	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1041	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1042	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1043	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1044	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1045	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1046	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1047	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1048	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1049	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1050	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1051	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1052	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1053	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1054	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1055	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1056	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1057	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1058	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1059	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1060	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1061	NA	NA	NA	NA	NA	NA	0.58	NA	NA
1062	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1063	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1064	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1065	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1066	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1067	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1068	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1069	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1070	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1071	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1072	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1073	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1074	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1075	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1076	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1077	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1078	NA	NA	NA	NA	0.63	NA	0.63	NA	NA
1079	NA	NA	NA	NA	0.63	NA	0.65	NA	NA
1080	NA	NA	NA	NA	0.64	NA	0.6	NA	NA
1081	NA	NA	NA	NA	0.56	NA	0.56	NA	NA
1082	NA	NA	NA	NA	0.65	NA	0.63	NA	NA
1083	NA	NA	NA	NA	0.58	NA	0.61	NA	NA
1084	NA	NA	NA	NA	0.55	NA	0.62	NA	NA
1085	NA	NA	NA	NA	0.62	NA	0.65	NA	NA
1086	NA	NA	NA	NA	0.59	NA	0.63	NA	NA
1087	NA	NA	NA	NA	0.59	NA	0.57	NA	NA
1088	NA	NA	NA	NA	0.58	NA	0.61	NA	NA
1089	NA	NA	NA	NA	0.64	NA	0.57	NA	NA
1090	NA	NA	NA	NA	0.62	NA	0.61	NA	NA
1091	NA	NA	NA	NA	0.59	0.6	0.57	NA	NA
1092	NA	NA	NA	NA	0.67	0.67	0.61	NA	NA
1093	NA	NA	NA	NA	0.67	0.7	0.6	NA	NA
1094	NA	NA	NA	NA	0.62	0.67	0.55	NA	NA
1095	NA	NA	NA	NA	0.64	0.7	0.61	NA	NA
1096	NA	NA	NA	NA	0.73	0.71	0.63	NA	NA
1097	NA	NA	NA	NA	0.71	0.68	0.67	NA	NA
1098	NA	NA	NA	NA	0.78	0.73	0.63	NA	NA
1099	NA	NA	NA	NA	0.77	0.73	0.62	NA	NA
1100	NA	NA	NA	NA	0.76	0.73	0.65	NA	NA
1101	NA	NA	NA	NA	0.7	0.68	0.55	NA	NA
1102	NA	NA	NA	NA	0.75	0.7	0.62	NA	NA
1103	NA	NA	NA	NA	0.82	0.72	0.66	NA	NA
1104	NA	NA	NA	NA	0.84	0.74	0.64	NA	NA
1105	NA	NA	NA	NA	0.82	0.69	0.66	NA	NA
1106	NA	NA	NA	NA	0.8	0.71	0.67	NA	NA
1107	NA	NA	NA	NA	0.66	0.7	0.7	NA	NA
1108	NA	NA	NA	NA	0.75	0.65	0.65	NA	NA
1109	NA	NA	NA	NA	0.73	0.65	0.69	NA	NA
1110	NA	NA	NA	NA	0.63	0.66	0.63	NA	NA
1111	NA	NA	NA	NA	0.62	0.71	0.61	NA	NA
1112	NA	NA	NA	NA	0.72	0.72	0.64	NA	NA
1113	NA	NA	NA	NA	0.64	0.65	0.66	NA	NA
1114	NA	NA	NA	NA	0.63	0.65	0.66	NA	NA
1115	NA	NA	NA	NA	0.67	0.72	0.67	NA	NA
1116	NA	NA	NA	NA	0.59	0.62	0.63	NA	NA
1117	NA	NA	NA	NA	0.54	0.56	0.56	NA	NA
1118	NA	NA	NA	NA	0.65	0.7	0.68	NA	NA
1119	NA	NA	NA	NA	0.65	0.71	0.65	NA	NA
1120	NA	NA	NA	NA	0.69	0.71	0.67	NA	NA
1121	NA	NA	NA	NA	0.67	0.69	0.69	NA	NA
1122	NA	NA	NA	NA	0.71	0.67	0.7	NA	NA
1123	NA	NA	NA	NA	0.67	0.69	0.62	NA	NA
1124	NA	NA	NA	NA	0.65	0.65	0.67	NA	NA
1125	NA	NA	NA	NA	0.68	0.71	0.71	NA	NA
1126	NA	NA	NA	NA	0.65	0.61	0.67	NA	NA
1127	NA	NA	NA	NA	0.65	0.66	0.65	NA	NA
1128	NA	NA	NA	NA	0.7	0.64	0.61	NA	NA
1129	NA	NA	NA	NA	0.69	0.69	0.69	NA	NA
1130	NA	NA	NA	NA	0.69	0.71	0.68	NA	NA
1131	NA	NA	NA	NA	0.72	0.72	0.65	NA	NA
1132	NA	NA	NA	NA	0.67	0.69	0.64	NA	NA
1133	NA	NA	NA	NA	0.66	0.69	0.68	NA	NA
1134	NA	NA	NA	NA	0.65	0.61	0.67	NA	NA
1135	NA	NA	NA	NA	0.69	0.64	0.62	NA	NA
1136	NA	NA	NA	NA	0.68	0.7	0.63	NA	NA
1137	NA	NA	NA	NA	0.69	0.7	NA	NA	NA
1138	NA	NA	NA	NA	0.66	0.68	NA	NA	NA
1139	NA	NA	NA	NA	0.66	0.69	NA	NA	NA
1140	NA	NA	NA	NA	0.72	0.75	NA	NA	NA
1141	NA	NA	NA	NA	0.66	0.68	NA	NA	NA
1142	NA	NA	NA	NA	0.75	0.77	NA	NA	NA
1143	NA	NA	NA	NA	0.7	0.77	NA	NA	NA
1144	NA	NA	NA	NA	0.72	0.73	NA	NA	NA
1145	NA	NA	NA	NA	0.73	0.74	NA	NA	NA
1146	NA	NA	NA	NA	0.71	0.72	NA	NA	NA
1147	NA	NA	NA	NA	0.72	0.74	NA	NA	NA
1148	NA	NA	NA	NA	0.64	0.68	NA	NA	NA
1149	NA	NA	NA	NA	0.76	0.7	NA	NA	NA
1150	NA	NA	NA	NA	0.76	0.66	NA	NA	NA
1151	NA	NA	NA	NA	0.75	0.63	NA	NA	NA
1152	NA	NA	NA	NA	0.68	0.65	NA	NA	NA
1153	NA	NA	NA	NA	0.72	0.64	NA	NA	NA
1154	NA	NA	NA	NA	0.71	0.67	NA	NA	NA
1155	NA	NA	NA	NA	0.66	0.7	NA	NA	NA
1156	NA	NA	NA	NA	0.65	0.62	NA	NA	NA
1157	NA	NA	NA	NA	0.65	0.63	NA	NA	NA
1158	NA	NA	NA	NA	0.72	0.63	NA	NA	NA
1159	NA	NA	NA	NA	0.71	0.73	NA	NA	NA
1160	NA	NA	NA	NA	0.71	0.76	NA	NA	NA
1161	NA	NA	NA	NA	0.73	0.77	NA	NA	NA
1162	NA	NA	NA	NA	0.73	0.75	NA	NA	NA
1163	NA	NA	NA	NA	0.7	0.75	NA	NA	NA
1164	NA	NA	NA	NA	0.76	0.73	NA	NA	NA
1165	NA	NA	NA	NA	0.71	0.73	NA	NA	NA
1166	NA	NA	NA	NA	0.71	0.68	NA	NA	NA
1167	NA	NA	NA	NA	0.69	0.71	NA	NA	NA
1168	NA	NA	NA	NA	0.68	0.72	NA	NA	NA
1169	NA	NA	NA	NA	0.72	0.75	NA	NA	NA
1170	NA	NA	NA	NA	0.69	0.69	NA	NA	NA
1171	NA	NA	NA	NA	0.63	0.7	NA	NA	NA
1172	NA	NA	NA	NA	0.66	0.76	NA	NA	NA
1173	NA	NA	NA	NA	0.68	0.72	NA	NA	NA
1174	NA	NA	NA	NA	0.69	0.7	NA	NA	NA
1175	NA	NA	NA	NA	0.64	0.64	NA	NA	NA
1176	NA	NA	NA	NA	0.68	0.66	NA	NA	NA
1177	NA	NA	NA	NA	0.59	0.61	NA	NA	NA
1178	NA	NA	NA	NA	0.66	0.68	NA	NA	NA
1179	NA	NA	NA	NA	0.64	0.61	NA	NA	NA
1180	NA	NA	NA	NA	0.66	0.67	NA	NA	NA
1181	NA	NA	NA	NA	0.61	0.65	NA	NA	NA
1182	NA	NA	NA	NA	0.72	0.72	NA	NA	NA
1183	NA	NA	NA	NA	0.64	0.7	NA	NA	NA
1184	NA	NA	NA	NA	0.6	0.63	NA	NA	NA
1185	NA	NA	NA	NA	0.63	0.67	NA	NA	NA
1186	NA	NA	NA	NA	0.68	0.74	NA	NA	NA
1187	NA	NA	NA	NA	0.71	0.77	NA	NA	NA
1188	NA	NA	NA	NA	0.61	0.68	NA	NA	NA
1189	NA	NA	NA	NA	0.63	0.68	NA	NA	NA
1190	NA	NA	NA	NA	0.61	0.66	NA	NA	NA
1191	NA	NA	NA	NA	0.66	0.73	NA	NA	NA
1192	NA	NA	NA	NA	0.62	0.66	NA	NA	NA
1193	NA	NA	NA	NA	0.71	0.69	NA	NA	NA
1194	NA	NA	NA	NA	0.63	0.7	NA	NA	NA
1195	NA	NA	NA	NA	NA	0.7	NA	NA	NA
1196	NA	NA	NA	NA	NA	0.66	NA	NA	NA
1197	NA	NA	NA	NA	NA	0.71	NA	NA	NA
1198	NA	NA	NA	NA	NA	NA	NA	NA	NA
1199	NA	NA	NA	NA	NA	NA	NA	NA	NA
1200	NA	NA	NA	NA	NA	NA	NA	NA	NA
1201	NA	NA	NA	NA	NA	NA	NA	NA	NA
1202	NA	NA	NA	NA	NA	NA	NA	NA	NA
1203	NA	NA	NA	NA	NA	NA	NA	NA	NA
1204	NA	NA	NA	NA	NA	NA	NA	NA	NA
1205	NA	NA	NA	NA	NA	NA	NA	NA	NA
1206	NA	NA	NA	NA	NA	NA	NA	NA	NA
1207	NA	NA	NA	NA	NA	NA	NA	NA	NA
1208	NA	NA	NA	NA	NA	NA	NA	NA	NA
1209	NA	NA	NA	NA	NA	NA	NA	NA	NA
1210	NA	NA	NA	NA	NA	NA	NA	NA	NA
1211	NA	NA	NA	NA	NA	NA	NA	NA	NA
1212	NA	NA	NA	NA	NA	NA	NA	NA	NA
1213	NA	NA	NA	NA	NA	NA	NA	NA	NA
1214	NA	NA	NA	NA	NA	NA	NA	NA	NA
1215	NA	NA	NA	NA	NA	NA	NA	NA	NA
1216	NA	NA	NA	NA	NA	NA	NA	NA	NA
1217	NA	NA	NA	NA	NA	NA	NA	NA	NA
1218	NA	NA	NA	NA	NA	NA	NA	NA	NA
1219	NA	NA	NA	NA	NA	NA	NA	NA	NA
1220	NA	NA	NA	NA	NA	NA	NA	NA	NA
1221	NA	NA	NA	NA	NA	NA	NA	NA	NA
1222	NA	NA	NA	NA	NA	NA	NA	NA	NA
1223	NA	NA	NA	NA	NA	NA	NA	NA	NA
1224	NA	NA	NA	NA	NA	NA	NA	NA	NA
1225	NA	NA	NA	NA	NA	NA	NA	NA	NA
1226	NA	NA	NA	NA	NA	NA	NA	NA	NA
1227	NA	NA	NA	NA	NA	NA	NA	NA	NA
1228	NA	NA	NA	NA	NA	NA	NA	NA	NA
1229	NA	NA	NA	NA	NA	NA	NA	NA	NA
1230	NA	NA	NA	NA	NA	NA	NA	NA	NA
1231	NA	NA	NA	NA	NA	NA	NA	NA	NA
1232	NA	NA	NA	NA	NA	NA	NA	NA	NA
1233	NA	NA	NA	NA	NA	NA	NA	NA	NA
1234	NA	NA	NA	NA	NA	NA	NA	NA	NA
1235	NA	NA	NA	NA	NA	NA	NA	NA	NA
1236	NA	NA	NA	NA	NA	NA	NA	NA	NA
1237	NA	NA	NA	NA	NA	NA	NA	NA	NA
1238	NA	NA	NA	NA	NA	NA	NA	NA	NA
1239	NA	NA	NA	NA	NA	NA	NA	NA	NA
1240	NA	NA	NA	NA	NA	NA	NA	NA	NA
1241	NA	NA	NA	NA	NA	NA	NA	NA	NA
1242	NA	NA	NA	NA	NA	NA	NA	NA	NA
1243	NA	NA	NA	NA	NA	NA	NA	NA	NA
1244	NA	NA	NA	NA	NA	NA	NA	NA	NA
1245	NA	NA	NA	NA	NA	NA	NA	NA	NA
1246	NA	NA	NA	NA	NA	NA	NA	NA	NA
1247	NA	NA	NA	NA	NA	NA	NA	NA	NA
1248	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1249	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1250	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1251	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1252	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1253	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1254	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1255	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1256	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1257	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1258	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1259	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1260	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1261	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1262	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1263	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1264	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1265	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1266	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1267	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1268	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1269	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1270	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1271	NA	0.66	NA	NA	NA	NA	NA	NA	NA
1272	NA	0.65	NA	NA	NA	NA	NA	NA	NA
1273	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1274	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1275	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1276	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1277	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1278	NA	0.62	NA	NA	NA	NA	NA	NA	NA
1279	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1280	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1281	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1282	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1283	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1284	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1285	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1286	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1287	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1288	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1289	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1290	NA	0.89	NA	NA	NA	NA	NA	NA	NA
1291	NA	0.86	NA	NA	NA	NA	NA	NA	NA
1292	NA	0.86	NA	NA	NA	NA	NA	NA	NA
1293	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1294	NA	0.85	NA	NA	NA	NA	NA	NA	NA
1295	NA	0.85	NA	NA	NA	NA	NA	NA	NA
1296	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1297	NA	0.89	NA	NA	NA	NA	NA	NA	NA
1298	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1299	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1300	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1301	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1302	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1303	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1304	NA	0.88	NA	NA	NA	NA	NA	NA	NA
1305	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1306	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1307	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1308	NA	0.9	NA	NA	NA	NA	NA	NA	NA
1309	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1310	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1311	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1312	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1313	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1314	NA	0.8	NA	NA	NA	NA	NA	NA	NA
1315	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1316	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1317	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1318	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1319	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1320	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1321	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1322	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1323	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1324	NA	0.83	NA	NA	NA	NA	NA	NA	NA
1325	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1326	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1327	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1328	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1329	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1330	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1331	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1332	NA	0.86	NA	NA	NA	NA	NA	NA	NA
1333	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1334	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1335	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1336	NA	0.77	NA	NA	NA	NA	NA	NA	NA
1337	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1338	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1339	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1340	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1341	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1342	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1343	NA	0.68	NA	NA	NA	NA	NA	NA	NA
1344	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1345	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1346	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1347	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1348	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1349	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1350	NA	0.69	NA	NA	NA	NA	NA	NA	NA
1351	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1352	NA	0.66	NA	NA	NA	NA	NA	NA	NA
1353	NA	0.63	NA	NA	NA	NA	NA	NA	NA
1354	NA	0.65	NA	NA	NA	NA	NA	NA	NA
1355	NA	0.66	NA	NA	NA	NA	NA	NA	NA
1356	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1357	NA	0.68	NA	NA	NA	NA	NA	NA	NA
1358	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1359	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1360	NA	0.89	NA	NA	NA	NA	NA	NA	NA
1361	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1362	NA	0.89	NA	NA	NA	NA	NA	NA	NA
1363	NA	0.88	NA	NA	NA	NA	NA	NA	NA
1364	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1365	NA	0.9	NA	NA	NA	NA	NA	NA	NA
1366	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1367	NA	0.92	NA	NA	NA	NA	NA	NA	NA
1368	NA	0.88	NA	NA	NA	NA	NA	NA	NA
1369	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1370	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1371	NA	0.84	NA	NA	NA	NA	NA	NA	NA
1372	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1373	NA	0.82	NA	NA	NA	NA	NA	NA	NA
