"file","series","year","severity","check","detail"
"australia/newz063.rwl","UWR281",1724,"accepted practice","interior year gap","22 year(s) missing (1724-1745); read.tucson fills these with 0"
"australia/newz063.rwl","UWR152",1740,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1740 but the ID continues; a 17-year gap separates the two blocks"
"australia/newz063.rwl","UWR204",1430,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1430 but the ID continues; a 9-year gap separates the two blocks"
"australia/newz063.rwl","UWR281",1720,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1720 but the ID continues; a 23-year gap separates the two blocks"
"australia/newz076e.rwl","TKPP2-1",1882,"accepted practice","interior year gap","28 year(s) missing (1882-1909); read.tucson fills these with 0"
"australia/newz076e.rwl","TKPT5-1",1873,"accepted practice","interior year gap","27 year(s) missing (1873-1899); read.tucson fills these with 0"
"australia/newz076e.rwl","TKPP2-1",1880,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1880 but the ID continues; a 29-year gap separates the two blocks"
"australia/newz076e.rwl","TKPT5-1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 28-year gap separates the two blocks"
"australia/newz076i.rwl","TKPP2-1",1812,"accepted practice","interior year gap","98 year(s) missing (1812-1909); read.tucson fills these with 0"
"australia/newz076i.rwl","TKPT1-1",1939,"accepted practice","interior year gap","1 year(s) missing (1939-1939); read.tucson fills these with 0"
"australia/newz076i.rwl","TKPT5-1",1873,"accepted practice","interior year gap","27 year(s) missing (1873-1899); read.tucson fills these with 0"
"australia/newz076i.rwl","TKPP2-1",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 99-year gap separates the two blocks"
"australia/newz076i.rwl","TKPT1-1",1930,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1930 but the ID continues; a 2-year gap separates the two blocks"
"australia/newz076i.rwl","TKPT5-1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 28-year gap separates the two blocks"
"australia/newz076l.rwl","TKPP2-1",1812,"accepted practice","interior year gap","48 year(s) missing (1812-1859); read.tucson fills these with 0"
"australia/newz076l.rwl","TKPP2-1",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 49-year gap separates the two blocks"
"australia/newz076n.rwl","TKPP2-1",1882,"accepted practice","interior year gap","28 year(s) missing (1882-1909); read.tucson fills these with 0"
"australia/newz076n.rwl","TKPT5-1",1873,"accepted practice","interior year gap","27 year(s) missing (1873-1899); read.tucson fills these with 0"
"australia/newz076n.rwl","TKPP2-1",1880,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1880 but the ID continues; a 29-year gap separates the two blocks"
"australia/newz076n.rwl","TKPT5-1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 28-year gap separates the two blocks"
"australia/newz076t.rwl","TKPT1-1",1832,"accepted practice","interior year gap","48 year(s) missing (1832-1879); read.tucson fills these with 0"
"australia/newz076t.rwl","TKPT3-1",1812,"accepted practice","interior year gap","68 year(s) missing (1812-1879); read.tucson fills these with 0"
"australia/newz076t.rwl","TKPT5-1",1873,"accepted practice","interior year gap","27 year(s) missing (1873-1899); read.tucson fills these with 0"
"australia/newz076t.rwl","TKPT1-1",1830,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1830 but the ID continues; a 49-year gap separates the two blocks"
"australia/newz076t.rwl","TKPT3-1",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 69-year gap separates the two blocks"
"australia/newz076t.rwl","TKPT5-1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 28-year gap separates the two blocks"
"australia/newz076x.rwl","TKPT1-1",1822,"accepted practice","interior year gap","48 year(s) missing (1822-1869); read.tucson fills these with 0"
"australia/newz076x.rwl","TKPT5-1",1873,"accepted practice","interior year gap","27 year(s) missing (1873-1899); read.tucson fills these with 0"
"australia/newz076x.rwl","TKPT1-1",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 49-year gap separates the two blocks"
"australia/newz076x.rwl","TKPT5-1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 28-year gap separates the two blocks"
"australia/newz121.rwl","ORS185A",1675,"accepted practice","interior year gap","95 year(s) missing (1675-1769); read.tucson fills these with 0"
"australia/newz121.rwl","ORS185B",1690,"accepted practice","interior year gap","110 year(s) missing (1690-1799); read.tucson fills these with 0"
"australia/newz121.rwl","ORS185A",1670,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1670 but the ID continues; a 96-year gap separates the two blocks"
"australia/newz121.rwl","ORS185B",1680,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1680 but the ID continues; a 111-year gap separates the two blocks"
"europe/brit063.rwl","CODELOS",1875,"accepted practice","interior year gap","45 year(s) missing (1875-1919); read.tucson fills these with 0"
"europe/brit063.rwl","CODELOS",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 46-year gap separates the two blocks"
"europe/fran009.rwl","606286",1824,"accepted practice","interior year gap","68 year(s) missing (1824-1891); read.tucson fills these with 0"
"europe/fran009.rwl","606286",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 69-year gap separates the two blocks"
"europe/fran010.rwl","606425",1770,"accepted practice","interior year gap","10 year(s) missing (1770-1779); read.tucson fills these with 0"
"europe/fran011.rwl","607 52",1741,"accepted practice","interior year gap","21 year(s) missing (1741-1830); read.tucson fills these with 0"
"europe/fran011.rwl","607 54",1817,"accepted practice","interior year gap","14 year(s) missing (1817-1830); read.tucson fills these with 0"
"europe/fran011.rwl","607 55",1817,"accepted practice","interior year gap","47 year(s) missing (1817-1863); read.tucson fills these with 0"
"europe/fran011.rwl","607 84",1622,"accepted practice","interior year gap","37 year(s) missing (1622-1658); read.tucson fills these with 0"
"europe/fran011.rwl","607 52",1740,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1740 but the ID continues; a 8-year gap separates the two blocks"
"europe/fran011.rwl","607 54",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 15-year gap separates the two blocks"
"europe/fran011.rwl","607 55",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 48-year gap separates the two blocks"
"europe/fran011.rwl","607 84",1620,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1620 but the ID continues; a 38-year gap separates the two blocks"
"europe/fran6.rwl","215433",1939,"accepted practice","interior year gap","1 year(s) missing (1939-1939); read.tucson fills these with 0"
"europe/fran6.rwl","215433",1930,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1930 but the ID continues; a 2-year gap separates the two blocks"
"europe/germ21.rwl","109470",1530,"accepted practice","interior year gap","10 year(s) missing (1530-1539); read.tucson fills these with 0"
"europe/germ4.rwl","888091",1820,"accepted practice","interior year gap","10 year(s) missing (1820-1829); read.tucson fills these with 0"
"europe/grc034.rwl","XEP23b",1850,"accepted practice","interior year gap","40 year(s) missing (1850-1889); read.tucson fills these with 0"
"europe/roma009.rwl","f1-03",1850,"accepted practice","interior year gap","73 year(s) missing (1850-1922); read.tucson fills these with 0"
"europe/tur091t.rwl","DTH2363B",1872,"accepted practice","interior year gap","8 year(s) missing (1872-1879); read.tucson fills these with 0"
"europe/tur091t.rwl","DTH2363B",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 9-year gap separates the two blocks"
"europe/turk001.rwl","126021",1819,"accepted practice","interior year gap","5 year(s) missing (1819-1884); read.tucson fills these with 0"
"europe/turk001.rwl","126021",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 4-year gap separates the two blocks"
"europe/turk011.rwl","548111",1897,"accepted practice","interior year gap","6 year(s) missing (1897-1902); read.tucson fills these with 0"
"europe/turk011.rwl","548111",1890,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1890 but the ID continues; a 7-year gap separates the two blocks"
"northamerica/canada/cana099.rwl","91868",1599,"accepted practice","interior year gap","1 year(s) missing (1599-1599); read.tucson fills these with 0"
"northamerica/canada/cana099.rwl","91875",1601,"accepted practice","interior year gap","9 year(s) missing (1601-1609); read.tucson fills these with 0"
"northamerica/canada/cana146n.rwl","G4I002",1960,"accepted practice","interior year gap","4 year(s) missing (1960-1963); read.tucson fills these with 0"
"northamerica/canada/cana146n.rwl","G4I002",1950,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1950 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana146x.rwl","G4I002",1960,"accepted practice","interior year gap","4 year(s) missing (1960-1963); read.tucson fills these with 0"
"northamerica/canada/cana146x.rwl","G4I002",1950,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1950 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana147.rwl","27487a",1867,"accepted practice","interior year gap","4 year(s) missing (1867-1870); read.tucson fills these with 0"
"northamerica/canada/cana147.rwl","27s547",1800,"accepted practice","interior year gap","50 year(s) missing (1800-1849); read.tucson fills these with 0"
"northamerica/canada/cana147.rwl","27487a",1860,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1860 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana147.rwl","27s547",1790,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1790 but the ID continues; a 51-year gap separates the two blocks"
"northamerica/canada/cana175.rwl","2c425b",1841,"accepted practice","interior year gap","59 year(s) missing (1841-1899); read.tucson fills these with 0"
"northamerica/canada/cana175.rwl","3c233b",1441,"accepted practice","interior year gap","4 year(s) missing (1441-1444); read.tucson fills these with 0"
"northamerica/canada/cana175.rwl","4c675b",1659,"accepted practice","interior year gap","1 year(s) missing (1659-1659); read.tucson fills these with 0"
"northamerica/canada/cana175.rwl","2c425b",1840,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1840 but the ID continues; a 60-year gap separates the two blocks"
"northamerica/canada/cana175.rwl","3c233b",1440,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1440 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana175.rwl","4c675b",1650,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1650 but the ID continues; a 2-year gap separates the two blocks"
"northamerica/canada/cana226.rwl","E9815N1",1824,"accepted practice","interior year gap","15 year(s) missing (1824-1838); read.tucson fills these with 0"
"northamerica/canada/cana226.rwl","E9815N1",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 16-year gap separates the two blocks"
"northamerica/canada/cana226e.rwl","E9815N1",1824,"accepted practice","interior year gap","15 year(s) missing (1824-1838); read.tucson fills these with 0"
"northamerica/canada/cana226e.rwl","E9815N1",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 16-year gap separates the two blocks"
"northamerica/canada/cana226l.rwl","E9815N1",1824,"accepted practice","interior year gap","15 year(s) missing (1824-1838); read.tucson fills these with 0"
"northamerica/canada/cana226l.rwl","E9815N1",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 16-year gap separates the two blocks"
"northamerica/canada/cana226x.rwl","E9815NE",1824,"accepted practice","interior year gap","15 year(s) missing (1824-1838); read.tucson fills these with 0"
"northamerica/canada/cana226x.rwl","E9815NE",1820,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1820 but the ID continues; a 16-year gap separates the two blocks"
"northamerica/canada/cana234.rwl","B9818W",1919,"accepted practice","interior year gap","26 year(s) missing (1919-1944); read.tucson fills these with 0"
"northamerica/canada/cana234.rwl","B9818W",1910,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1910 but the ID continues; a 27-year gap separates the two blocks"
"northamerica/canada/cana234e.rwl","B9818W",1919,"accepted practice","interior year gap","26 year(s) missing (1919-1944); read.tucson fills these with 0"
"northamerica/canada/cana234e.rwl","B9818W",1910,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1910 but the ID continues; a 27-year gap separates the two blocks"
"northamerica/canada/cana234l.rwl","B9818W",1919,"accepted practice","interior year gap","26 year(s) missing (1919-1944); read.tucson fills these with 0"
"northamerica/canada/cana234l.rwl","B9818W",1910,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1910 but the ID continues; a 27-year gap separates the two blocks"
"northamerica/canada/cana320.rwl","PT12N",1837,"accepted practice","interior year gap","2 year(s) missing (1837-1838); read.tucson fills these with 0"
"northamerica/canada/cana320.rwl","PT12N1A",1819,"accepted practice","interior year gap","1 year(s) missing (1819-1819); read.tucson fills these with 0"
"northamerica/canada/cana320.rwl","PT18N",1814,"accepted practice","interior year gap","27 year(s) missing (1814-1840); read.tucson fills these with 0"
"northamerica/canada/cana320.rwl","PT65",1818,"accepted practice","interior year gap","8 year(s) missing (1818-1825); read.tucson fills these with 0"
"northamerica/canada/cana320.rwl","PT81C",1742,"accepted practice","interior year gap","7 year(s) missing (1742-1748); read.tucson fills these with 0"
"northamerica/canada/cana320.rwl","PT12N",1830,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1830 but the ID continues; a 3-year gap separates the two blocks"
"northamerica/canada/cana320.rwl","PT18N",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 28-year gap separates the two blocks"
"northamerica/canada/cana320.rwl","PT65",1810,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1810 but the ID continues; a 9-year gap separates the two blocks"
"northamerica/canada/cana320.rwl","PT81C",1740,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1740 but the ID continues; a 8-year gap separates the two blocks"
"northamerica/canada/cana326.rwl","NRX14B",1300,"accepted practice","interior year gap","50 year(s) missing (1300-1349); read.tucson fills these with 0"
"northamerica/canada/cana335.rwl","EL05A",1721,"accepted practice","interior year gap","25 year(s) missing (1721-1745); read.tucson fills these with 0"
"northamerica/canada/cana335.rwl","EL05B",1721,"accepted practice","interior year gap","67 year(s) missing (1721-1787); read.tucson fills these with 0"
"northamerica/canada/cana335.rwl","EL05C",1721,"accepted practice","interior year gap","26 year(s) missing (1721-1746); read.tucson fills these with 0"
"northamerica/canada/cana335.rwl","EL05B",1720,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1720 but the ID continues; a 68-year gap separates the two blocks"
"northamerica/canada/cana336.rwl","OLM04A",1571,"accepted practice","interior year gap","25 year(s) missing (1571-1595); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OLM11A",1551,"accepted practice","interior year gap","20 year(s) missing (1551-1570); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OLM12A",1937,"accepted practice","interior year gap","9 year(s) missing (1937-1945); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OLM14B",1958,"accepted practice","interior year gap","32 year(s) missing (1958-1989); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OMR03B",1861,"accepted practice","interior year gap","64 year(s) missing (1861-1924); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OMR05A",1732,"accepted practice","interior year gap","218 year(s) missing (1732-1949); read.tucson fills these with 0"
"northamerica/canada/cana336.rwl","OMR03B",1860,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1860 but the ID continues; a 65-year gap separates the two blocks"
"northamerica/canada/cana348.rwl","sr02b",1802,"accepted practice","interior year gap","23 year(s) missing (1802-1824); read.tucson fills these with 0"
"northamerica/canada/cana349.rwl","sh18a",1802,"accepted practice","interior year gap","22 year(s) missing (1802-1823); read.tucson fills these with 0"
"northamerica/canada/cana351.rwl","B8649",1236,"accepted practice","interior year gap","51 year(s) missing (1236-1286); read.tucson fills these with 0"
"northamerica/canada/cana351.rwl","B8649",1230,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1230 but the ID continues; a 52-year gap separates the two blocks"
"northamerica/canada/cana352.rwl","FR809A",1839,"accepted practice","interior year gap","37 year(s) missing (1839-1875); read.tucson fills these with 0"
"northamerica/canada/cana352.rwl","FR918A",1287,"accepted practice","interior year gap","1 year(s) missing (1287-1287); read.tucson fills these with 0"
"northamerica/canada/cana352.rwl","FR809A",1830,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1830 but the ID continues; a 38-year gap separates the two blocks"
"northamerica/canada/cana352.rwl","FR918A",1280,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1280 but the ID continues; a 2-year gap separates the two blocks"
"northamerica/canada/cana355.rwl","LV507E",1625,"accepted practice","interior year gap","4 year(s) missing (1625-1628); read.tucson fills these with 0"
"northamerica/canada/cana355.rwl","LV507E",1620,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1620 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana356.rwl","N9313W",1638,"accepted practice","interior year gap","1 year(s) missing (1638-1638); read.tucson fills these with 0"
"northamerica/canada/cana356.rwl","Y9205A",1360,"accepted practice","interior year gap","40 year(s) missing (1360-1399); read.tucson fills these with 0"
"northamerica/canada/cana356.rwl","N9313W",1630,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1630 but the ID continues; a 2-year gap separates the two blocks"
"northamerica/canada/cana356.rwl","Y9205A",1350,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1350 but the ID continues; a 41-year gap separates the two blocks"
"northamerica/canada/cana363.rwl","Y4U2XW",1928,"accepted practice","interior year gap","5 year(s) missing (1928-1932); read.tucson fills these with 0"
"northamerica/canada/cana363.rwl","Y4U2XW",1920,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1920 but the ID continues; a 6-year gap separates the two blocks"
"northamerica/canada/cana374.rwl","YF311N",1828,"accepted practice","interior year gap","2 year(s) missing (1828-1829); read.tucson fills these with 0"
"northamerica/canada/cana374.rwl","YF329W1",1909,"accepted practice","interior year gap","1 year(s) missing (1909-1909); read.tucson fills these with 0"
"northamerica/canada/cana404.rwl","AV303E",1602,"accepted practice","interior year gap","2 year(s) missing (1602-1603); read.tucson fills these with 0"
"northamerica/canada/cana404.rwl","AV303W",1602,"accepted practice","interior year gap","2 year(s) missing (1602-1603); read.tucson fills these with 0"
"northamerica/canada/cana404.rwl","AV410S",1650,"accepted practice","interior year gap","26 year(s) missing (1650-1675); read.tucson fills these with 0"
"northamerica/canada/cana404.rwl","AV303E",1600,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1600 but the ID continues; a 3-year gap separates the two blocks"
"northamerica/canada/cana404.rwl","AV303W",1600,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1600 but the ID continues; a 3-year gap separates the two blocks"
"northamerica/canada/cana404.rwl","AV410S",1640,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1640 but the ID continues; a 27-year gap separates the two blocks"
"northamerica/canada/cana405.rwl","BG444S",1794,"accepted practice","interior year gap","24 year(s) missing (1794-1938); read.tucson fills these with 0"
"northamerica/canada/cana405.rwl","BG444S",1790,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1790 but the ID continues; a 6-year gap separates the two blocks"
"northamerica/canada/cana406.rwl","F8808E",1653,"accepted practice","interior year gap","29 year(s) missing (1653-1681); read.tucson fills these with 0"
"northamerica/canada/cana406.rwl","FL309N",1753,"accepted practice","interior year gap","5 year(s) missing (1753-1757); read.tucson fills these with 0"
"northamerica/canada/cana406.rwl","F8808E",1650,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1650 but the ID continues; a 30-year gap separates the two blocks"
"northamerica/canada/cana406.rwl","FL309N",1750,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1750 but the ID continues; a 6-year gap separates the two blocks"
"northamerica/canada/cana414.rwl","Z8835W",1705,"accepted practice","interior year gap","21 year(s) missing (1705-1725); read.tucson fills these with 0"
"northamerica/canada/cana414.rwl","Z8835W",1700,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1700 but the ID continues; a 22-year gap separates the two blocks"
"northamerica/canada/cana415.rwl","PM407N",1672,"accepted practice","interior year gap","16 year(s) missing (1672-1687); read.tucson fills these with 0"
"northamerica/canada/cana415.rwl","PM407S",1672,"accepted practice","interior year gap","16 year(s) missing (1672-1687); read.tucson fills these with 0"
"northamerica/canada/cana415.rwl","PM407N",1670,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1670 but the ID continues; a 17-year gap separates the two blocks"
"northamerica/canada/cana415.rwl","PM407S",1670,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1670 but the ID continues; a 17-year gap separates the two blocks"
"northamerica/canada/cana418.rwl","SF404N",1783,"accepted practice","interior year gap","2 year(s) missing (1783-1784); read.tucson fills these with 0"
"northamerica/canada/cana418.rwl","SF405W",1699,"accepted practice","interior year gap","1 year(s) missing (1699-1699); read.tucson fills these with 0"
"northamerica/canada/cana418.rwl","SF426S",1808,"accepted practice","interior year gap","29 year(s) missing (1808-1836); read.tucson fills these with 0"
"northamerica/canada/cana418.rwl","SF404N",1780,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1780 but the ID continues; a 3-year gap separates the two blocks"
"northamerica/canada/cana418.rwl","SF405W",1690,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1690 but the ID continues; a 2-year gap separates the two blocks"
"northamerica/canada/cana418.rwl","SF426S",1800,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1800 but the ID continues; a 30-year gap separates the two blocks"
"northamerica/canada/cana419.rwl","U9115S",1712,"accepted practice","interior year gap","59 year(s) missing (1712-1770); read.tucson fills these with 0"
"northamerica/canada/cana419.rwl","U9117N",1676,"accepted practice","interior year gap","36 year(s) missing (1676-1711); read.tucson fills these with 0"
"northamerica/canada/cana419.rwl","U9122E",1824,"accepted practice","interior year gap","1 year(s) missing (1824-1824); read.tucson fills these with 0"
"northamerica/canada/cana419.rwl","U9117N",1670,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1670 but the ID continues; a 37-year gap separates the two blocks"
"northamerica/canada/cana422.rwl","TW406S",1806,"accepted practice","interior year gap","44 year(s) missing (1806-1849); read.tucson fills these with 0"
"northamerica/canada/cana422.rwl","TW412S",1775,"accepted practice","interior year gap","5 year(s) missing (1775-1779); read.tucson fills these with 0"
"northamerica/canada/cana422.rwl","TW406S",1800,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1800 but the ID continues; a 45-year gap separates the two blocks"
"northamerica/canada/cana422.rwl","TW412S",1770,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1770 but the ID continues; a 6-year gap separates the two blocks"
"northamerica/canada/cana423.rwl","T8852S",1731,"accepted practice","interior year gap","6 year(s) missing (1731-1736); read.tucson fills these with 0"
"northamerica/canada/cana423.rwl","T8852S",1730,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1730 but the ID continues; a 7-year gap separates the two blocks"
"northamerica/canada/cana430.rwl","A8730N",1774,"accepted practice","interior year gap","90 year(s) missing (1774-1863); read.tucson fills these with 0"
"northamerica/canada/cana430.rwl","A9118A",1535,"accepted practice","interior year gap","29 year(s) missing (1535-1563); read.tucson fills these with 0"
"northamerica/canada/cana430.rwl","A8730N",1770,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1770 but the ID continues; a 91-year gap separates the two blocks"
"northamerica/canada/cana430.rwl","A9118A",1530,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1530 but the ID continues; a 30-year gap separates the two blocks"
"northamerica/canada/cana432.rwl","B9236E",1875,"accepted practice","interior year gap","3 year(s) missing (1875-1877); read.tucson fills these with 0"
"northamerica/canada/cana432.rwl","B9236E",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 4-year gap separates the two blocks"
"northamerica/canada/cana438.rwl","Q8806E",1778,"accepted practice","interior year gap","6 year(s) missing (1778-1783); read.tucson fills these with 0"
"northamerica/canada/cana438.rwl","Q8806E",1770,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1770 but the ID continues; a 7-year gap separates the two blocks"
"northamerica/canada/cana450.rwl","R902E1",1876,"accepted practice","interior year gap","24 year(s) missing (1876-1899); read.tucson fills these with 0"
"northamerica/canada/cana450.rwl","R902E1",1870,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1870 but the ID continues; a 25-year gap separates the two blocks"
"northamerica/canada/cana520.rwl","BB04105B",1647,"accepted practice","interior year gap","4 year(s) missing (1647-1650); read.tucson fills these with 0"
"northamerica/canada/cana520.rwl","BB04105B",1640,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1640 but the ID continues; a 5-year gap separates the two blocks"
"northamerica/canada/cana540.rwl","OC9-11a",1802,"accepted practice","interior year gap","95 year(s) missing (1802-1896); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-11b",1774,"accepted practice","interior year gap","123 year(s) missing (1774-1896); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-12a",1784,"accepted practice","interior year gap","112 year(s) missing (1784-1895); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-12b",1790,"accepted practice","interior year gap","106 year(s) missing (1790-1895); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-13a",1774,"accepted practice","interior year gap","113 year(s) missing (1774-1886); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-13b",1757,"accepted practice","interior year gap","130 year(s) missing (1757-1886); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-14a",1793,"accepted practice","interior year gap","92 year(s) missing (1793-1884); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-14b",1779,"accepted practice","interior year gap","106 year(s) missing (1779-1884); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-15a",1798,"accepted practice","interior year gap","87 year(s) missing (1798-1884); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-15b",1794,"accepted practice","interior year gap","91 year(s) missing (1794-1884); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-16a",1848,"accepted practice","interior year gap","38 year(s) missing (1848-1885); read.tucson fills these with 0"
"northamerica/canada/cana540.rwl","OC9-16b",1840,"accepted practice","interior year gap","46 year(s) missing (1840-1885); read.tucson fills these with 0"
"northamerica/canada/cana565.rwl","BND05A",1906,"accepted practice","interior year gap","12 year(s) missing (1906-1917); read.tucson fills these with 0"
"northamerica/canada/cana565.rwl","BND07B",1893,"accepted practice","interior year gap","31 year(s) missing (1893-1923); read.tucson fills these with 0"
"northamerica/canada/cana565.rwl","BND05A",1900,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1900 but the ID continues; a 13-year gap separates the two blocks"
"northamerica/canada/cana565.rwl","BND07B",1890,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1890 but the ID continues; a 32-year gap separates the two blocks"
"northamerica/canada/cana566.rwl","BCW002D",1832,"accepted practice","interior year gap","34 year(s) missing (1832-1865); read.tucson fills these with 0"
"northamerica/canada/cana579.rwl","WCH09A",1619,"accepted practice","interior year gap","99 year(s) missing (1619-1717); read.tucson fills these with 0"
"northamerica/canada/cana579.rwl","WCH09A",1610,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1610 but the ID continues; a 100-year gap separates the two blocks"
"northamerica/canada/cana590.rwl","TK0942",2000,"accepted practice","interior year gap","2 year(s) missing (2000-2001); read.tucson fills these with 0"
"northamerica/mexico/mexi004.rwl","269062",1890,"accepted practice","interior year gap","10 year(s) missing (1890-1899); read.tucson fills these with 0"
"northamerica/mexico/mexi004.rwl","269092",1792,"accepted practice","interior year gap","9 year(s) missing (1792-1800); read.tucson fills these with 0"
"northamerica/mexico/mexi004.rwl","269062",1880,"accepted practice","one ID carries two separate segments","stop marker ends a line at 1880 but the ID continues; a 11-year gap separates the two blocks"
